-0.1983212468,0.4848457848,0.0000000000
-0.1978060191,-0.5643292142,0.0000000000
-0.3948427411,0.3814195824,0.0000000000
0.2234148672,0.4717280876,0.0000000000
0.4547251121,0.0710807432,0.0000000000
0.5183034243,0.2330420926,0.0000000000
-0.2007732032,-0.4224733441,0.0000000000
-0.6396866874,0.1915396626,0.0000000000
-0.6758877873,-0.1581362681,0.0000000000
0.3487757209,-0.2647192020,0.0000000000
0.6280172397,-0.0381689104,0.0000000000
0.1061894266,0.5031612719,0.0000000000
-0.2768063669,-0.4554124677,0.0000000000
-0.0568787671,0.6779108533,0.0000000000
0.1868780133,0.0243851847,0.0000000000
0.0109829905,-0.2084323002,0.0000000000
-0.0428195741,0.0909707799,0.0000000000
-0.4798465319,0.4313435158,0.0000000000
-0.5301638134,-0.3286406950,0.0000000000
0.3215411110,-0.5758622995,0.0000000000
-0.4820973273,-0.5068444911,0.0000000000
0.4403318764,-0.4535274201,0.0000000000
-0.0707945988,0.4751082044,0.0000000000
0.1857408490,-0.5964603299,0.0000000000
0.0956864511,0.2235650152,0.0000000000
0.5409487024,-0.1653330337,0.0000000000
-0.1024721187,-0.2473380452,0.0000000000
0.1477821943,0.6711891548,0.0000000000
0.4831326708,-0.1658522937,0.0000000000
-0.0546388100,-0.4520459827,0.0000000000
-0.0090065031,0.3635886260,0.0000000000
0.1421582563,0.6057292092,0.0000000000
-0.4744527496,-0.0544954536,0.0000000000
0.5262046122,0.0855901892,0.0000000000
0.0255940786,0.0934871294,0.0000000000
-0.4946450038,0.2532667937,0.0000000000
-0.3891373393,0.3932174876,0.0000000000
-0.5409161173,0.1260029860,0.0000000000
-0.1186506093,0.6766062904,0.0000000000
-0.4992021266,-0.3028322743,0.0000000000
0.2780850482,-0.3200353984,0.0000000000
0.3456827003,0.3146735573,0.0000000000
-0.5870884905,-0.0643638273,0.0000000000
0.1171358711,0.1280309475,0.0000000000
-0.1193618594,-0.5649213257,0.0000000000
-0.4599058977,0.3518600575,0.0000000000
-0.2973152218,-0.1295952909,0.0000000000
0.1033467412,0.2319107585,0.0000000000
0.2437053264,0.3135632142,0.0000000000
-0.4252448154,0.0319723700,0.0000000000
-0.3288811640,0.4206370943,0.0000000000
0.4358764891,-0.1712087701,0.0000000000
0.0675867910,-0.6997277647,0.0000000000
-0.0018966415,-0.2258734339,0.0000000000
0.2658171972,-0.1837922625,0.0000000000
0.2458697865,0.1421365788,0.0000000000
-0.5409963583,-0.1840573363,0.0000000000
-0.3069097912,-0.1801448898,0.0000000000
0.4691180283,-0.1143838361,0.0000000000
-0.0915002340,0.3374025833,0.0000000000
0.0162371060,0.2814625165,0.0000000000
0.1897992069,0.1384334917,0.0000000000
0.5698070776,0.0590312550,0.0000000000
0.2375040975,-0.1126200664,0.0000000000
-0.1511806759,-0.2746553915,0.0000000000
0.0940677306,-0.4189437282,0.0000000000
-0.1268894115,0.6280093090,0.0000000000
-0.1886564641,-0.1138392571,0.0000000000
0.5957196002,0.2531612365,0.0000000000
-0.2183081114,0.0197679645,0.0000000000
0.6917605589,-0.0984736598,0.0000000000
0.3455124567,-0.3390379670,0.0000000000
-0.3676080091,0.5943440887,0.0000000000
0.5339760140,-0.1315004803,0.0000000000
0.0697460794,0.6039596626,0.0000000000
0.1329408267,-0.0438250240,0.0000000000
0.3508151078,-0.1353966079,0.0000000000
0.0745862631,-0.2335276642,0.0000000000
-0.2626223704,-0.2812464921,0.0000000000
0.1715119501,-0.1730534902,0.0000000000
-0.1064728058,0.3842591981,0.0000000000
0.2650611594,-0.3699649700,0.0000000000
-0.1321759607,-0.1208439638,0.0000000000
0.5863843424,0.0488821299,0.0000000000
-0.3053227481,0.4359802135,0.0000000000
0.2175420701,0.2921817811,0.0000000000
0.5081620263,-0.0582699042,0.0000000000
-0.2147278638,0.0293632401,0.0000000000
-0.5365593078,0.0087952812,0.0000000000
-0.4362390450,-0.5237781920,0.0000000000
-0.2706077891,0.2933528604,0.0000000000
0.3768206679,0.4378485745,0.0000000000
0.1123818216,-0.2308013375,0.0000000000
0.2208422920,0.5562304236,0.0000000000
-0.3794369234,-0.0270308640,0.0000000000
0.0486268471,0.2987157692,0.0000000000
0.4423789063,0.3123417531,0.0000000000
0.0649712810,-0.0763708435,0.0000000000
0.6344964751,-0.1090148507,0.0000000000
0.0469937563,-0.0118035999,0.0000000000
0.4846668573,-0.3225000865,0.0000000000
0.0553052518,-0.3632427779,0.0000000000
-0.3025278532,0.5254273585,0.0000000000
0.6054877972,0.3383471591,0.0000000000
-0.2944494324,0.1941033321,0.0000000000
0.0597887276,0.5333891405,0.0000000000
0.3662026254,0.4023886216,0.0000000000
0.5050501140,0.1762110532,0.0000000000
-0.0510133113,-0.3300582651,0.0000000000
0.6884205407,0.0495142904,0.0000000000
0.0609718903,-0.4688764420,0.0000000000
0.3924046969,0.5188669291,0.0000000000
0.5190903417,0.2833458220,0.0000000000
0.3261212934,0.2058236561,0.0000000000
-0.3000865124,-0.5628916369,0.0000000000
0.0129589826,0.4450673378,0.0000000000
-0.5827208346,0.3177861347,0.0000000000
-0.5044614221,-0.1901449709,0.0000000000
0.4250051457,-0.5101355772,0.0000000000
-0.0845802642,-0.5823332156,0.0000000000
-0.0767045631,0.5972801268,0.0000000000
0.3393114426,0.3681439065,0.0000000000
0.6499776780,0.2357346719,0.0000000000
-0.1807623155,0.5378848249,0.0000000000
-0.0350179032,0.4590220809,0.0000000000
-0.5298566373,0.1498284052,0.0000000000
-0.0398740662,-0.0894799307,0.0000000000
-0.1300997347,-0.3658708343,0.0000000000
-0.1201068412,0.5618372678,0.0000000000
-0.2775004444,0.2608300346,0.0000000000
0.2330406044,0.5046779084,0.0000000000
